name,genre,summary,director,release_year,image_url
Hunters' Prey,Thriller,A money-making trip to the city turns into a nightmare for three young women.,Chris Eneaji Eneng,2021,"https://m.media-amazon.com/images/M/MV5BN2M2YmJjZTMtODc2OS00MGMwLThiY2EtZmQ5NzEyNTFiYmFiXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Love Me Blind,Drama,"Jilted by a superficial girlfriend, Kelvin gradually forms a deep connection with a burn victim who offers to help him regain his sight.",Chinneylove Eze,2021,"https://m.media-amazon.com/images/M/MV5BNGVlMDU3MzQtYzhlYS00NGM3LWE0ZDAtMmQxZDJjODA3ODU5XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Beyond Belief,Drama,"The age-old ""city girl versus village girl"" debate is brought to the fore as Chima struggles to convince his mother that he isn't making a mistake.",Chidi Anyanwu Chidox,2021,"https://m.media-amazon.com/images/M/MV5BYzFhNjQyYjUtNmMxOC00ZDZmLWFkOWItNDQ5ZmRhODVjYmVlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
No More Secret,Drama,A man's world crumbles upon discovering his wife's escapades. He takes an unusual approach to address the matter.,Saheed Apanpa,2020,"https://m.media-amazon.com/images/M/MV5BZjgxYjRmYTItMmE4NC00NjRmLWJkYzItMzdjYjBkOWQ4MTdkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Sister's Love,Drama,"The bond of the bloodline is stretched to the limit, but Ezinne's heart exudes love and forgiveness even when death is inflicted.",Udezeh Onyinye, 2020,"https://m.media-amazon.com/images/M/MV5BYzUzMGE5NzQtNjEzNi00ZjNkLWIwMmEtZGJhZTRiNzZhYmRiXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Safe Secret,Drama,"After spending time behind bars, Anayo returns to find his wife pregnant.",Chidi Chijioke,2021,"https://m.media-amazon.com/images/M/MV5BZjRmM2RlZmQtNTQwYS00ZDBmLTg3ODgtN2Y3MjhiYmFjM2NmXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Double Crossed,Drama,"When Eric refuses to seek a medical remedy for his sexual problems, Adanna discreetly satisfies her urges with a close family associate.",Victor Okpala,2021,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Two Wrongs,Drama,,Umanu Elijah,2019,"https://m.media-amazon.com/images/M/MV5BN2MwN2UwZWUtMzA5Ny00OGY4LTg3MDQtZGVlZWE4ZTcyZGYzXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR1,0,67,98_AL_.jpg"
When You See Me,Drama,A visually challenged man tries to find the woman who brought the light he couldn't see into his life.,Omoruyi Wallz Efosa,2020,"https://m.media-amazon.com/images/M/MV5BMjE3MjQ2NTctN2FiYy00OGJjLTgzM2YtMWFiMzUzMjI5YWMzXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Damned Royalty,Drama,A royal unfit to be king presides over a people. The gods of the land decide to come in human form to right the wrong.,Richards Omos-Iboyi,2021,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Eyan Ni Mi,Drama,,Okiki Afolayan,2021,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Kanebi,Drama,"Is there a way back for a relationship now plagued with envy, greed and covetousness?",Anosike Kingsley Orji,2021,"https://m.media-amazon.com/images/M/MV5BOWMwOGM1OWItMzdmNC00MGYzLWFiYTUtMzBjMGZiZDdiOTMwXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
The Hot Donor,Drama,"Uyai has been a selfish brat for most of her life, but her late father's will forces her to learn love and selflessness.",Adeoluwa Owu,2021,"https://m.media-amazon.com/images/M/MV5BNGZmOTMzMjEtYzY1ZS00YzkyLTg0OGUtYjlkYjIwYjE2MjE3XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Love or Death,Drama,,Adekunle Azeez,2022,"https://m.media-amazon.com/images/M/MV5BMzI1YmRkN2ItNGRmNS00NDVlLWIyYjAtY2RhNGE5YTg3MWI0XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
Ewon Ife,"Comedy, Drama",,Segun Ogungbe,2021,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Mofe Ni Mofe,"Comedy, Drama","Determined to show off to everyone who had shamed her in the past, Moji wants to have the biggest wedding possible, but her fiance has different ideas.",Debola Ogunshina,2021,"https://m.media-amazon.com/images/M/MV5BNmU0MzVjNjItYTU5Yi00NDcyLWI3MzAtODYwYWM3YzAwODVlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR7,0,67,98_AL_.jpg"
Entangled,Drama,A mummy's boy is at his wits end when his mother brings a girl from the village for him to marry while pushing him to dump his city girlfriend.,Olumide Fadeyibi, 2019,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
A Fight with Shadow,Drama,"Tiwa, an abused orphan, meets a helpful stranger who might know more about her story than she realizes.",Ilochi Olisaemeka,2021,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Wede,Drama,"Wede, regarded as a perfect beauty, must find her true self outside of her imperfections.",Chris Eneaji Eneng,2022,"https://m.media-amazon.com/images/M/MV5BNjkwODgwYjEtY2NhOC00MmZkLWI0YjAtODI4Y2VjZjFlYTQ4XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Dry Tears,Drama,An actress tries to give her failing career a boost by setting up her husband with a call girl.,Sadiq Sule,2021,"https://m.media-amazon.com/images/M/MV5BNjU1N2M3MzEtOWZlNy00ZDY3LWI0MzgtYTk3YjdiZDMzNmQ5XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Out of Control,Drama,,Emmanuel Anyaka,2022,"https://m.media-amazon.com/images/M/MV5BZDY5MTlkNzktNDA3ZC00NmUxLWE3Y2UtYTUwZWU3ZWM3MmYyXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
Crave for Love,Drama,"SYNOPSIS: An abuser can seem emotionally needy. You can get caught in a trap of catering for him, trying to fill a bottomless pit. But he's not so much needy as entitled, so no matter how ...                See full summary »",Sunshine Olawore,2021,"https://m.media-amazon.com/images/M/MV5BZmM4YWI3NzQtZWRkZS00M2EwLWE1NjYtMjljMmY0NDM1MTc3XkEyXkFqcGdeQXVyMTc0MDMyMDQ@._V1_UY98_CR1,0,67,98_AL_.jpg"
What Happened on 3rd Street,Drama,,Emeka Chukwuleta,2019,"https://m.media-amazon.com/images/M/MV5BNzlmZDc0NzktOWMwOC00Y2QwLThhM2YtNGUwYTI1ZWVmMzQzXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR1,0,67,98_AL_.jpg"
Jemima the Trophy Wife,Drama,A lady who desires only the finest things keeps meeting the wrong men but finally meets a man who also knows how to play the game. Is she going to get all she wished for?,Emeka Madu,2019,"https://m.media-amazon.com/images/M/MV5BMGZkZmRjNjktYmUwNS00ZTA1LWFlZmItMWEwNGNjNmM2YWJmXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR1,0,67,98_AL_.jpg"
Pandora's Box,Drama,A housewarming party turns sour when the participants attempt to cover up an unfortunate accident.,Tope Alake, 2019,"https://m.media-amazon.com/images/M/MV5BMWQ2MGFjMzgtMGRhOC00MGFlLTgzOWItODZkZmM0YjJjNjBlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Stroke of Luck,Drama,A young woman sets out for revenge against her offenders while keeping ahead of a clever detective.,Great Valentine Edochie, 2019,"https://m.media-amazon.com/images/M/MV5BOGYwZTMwNTQtNTY5YS00YTAxLTliMjAtNDI3OTljNDU3MWMyXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Wife Package,"Comedy, Drama, Family",Newlyweds Raphael and June can't afford to have their friends know that June can't cook.,Debola A.I.,2019,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
All Four,Drama,,Iyke Odife,2021,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
The Pocket Book,Drama,,Victor Onwudiwe,2021,"https://m.media-amazon.com/images/M/MV5BOGNjNDk3YjMtYTNlZi00YTgyLWFiNjktMDQ0NDAwOWI5ZDI2XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR3,0,67,98_AL_.jpg"
Not Your Husband,Drama,The return of the presumed-dead wife of a young man leaves him with a hard choice.,Udezeh Onyinye,2020,"https://m.media-amazon.com/images/M/MV5BOGQ0ZTJiMzEtZWI3MC00MDYyLWJiMjQtMjgxZWJmOWJlMGJiXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Quit Notice,Drama,"Leonard lost his fortune and his partner too. But in the midst of his troubles, he will find true love and even greater fortune.",Charles Uwagbai,2021,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Love Duty,Drama,"A one-night stand produces a child but the paternity of the child is hidden from the father, until the mother dies and he decides to seek custody.",Daniel Oriahi,2020,"https://m.media-amazon.com/images/M/MV5BZjlmOGVhNDEtNjQ4MC00YmM3LWEyOGUtNGE2NThkY2U2ZjExXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Cursed Gift,Drama,"To discover the source of her gift, Ijemma must unveil the secrets of her past.",Goodnews Erico Isika,2021,"https://m.media-amazon.com/images/M/MV5BZjIyMmI4OGQtMjcwYy00YjgxLTliOWQtZTE3MGUwYmVjNjNiXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR11,0,67,98_AL_.jpg"
One Crazy Weekend,Drama,,Chris Eneaji Eneng,2019,"https://m.media-amazon.com/images/M/MV5BNDQ2ZmZjZGMtODQ1Zi00YTA1LWI5NWYtMzFjNTc5ZjlhYjExXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR6,0,67,98_AL_.jpg"
Bitter Honey,Drama,,Vincent D. Anointed,2022,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Dear Dianne,Drama,"The newly-wedded Dianne summons the courage to chose having a child over her own life, against the objections of her mother and the advice of her doctor.",Tom Robson,2019,"https://m.media-amazon.com/images/M/MV5BNTc0Y2IwNTctNmM0ZS00MThmLWI5MzQtMzE4NmJjNDFiMGEyXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Agunnia the Warrior,Drama,The gods empower the exiled prince of Umuelu kingdom to return and claim his throne from the illegitimate king.,Okey-Zubelu Okoh,2021,"https://m.media-amazon.com/images/M/MV5BYjNlMmVhMmQtZTY1OS00YWQ1LTgzMDQtZjNmYzlmYTM5YTM4XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
The Rapist King 2,Drama,,Ibiso Nifeipiri,2019,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Tender Heart,Drama,,Okechi Thankgod,2022,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Ola,Drama,,Sharafadeen Olabode, 2022,"https://m.media-amazon.com/images/M/MV5BZDNhZGFkYzYtYzJmNC00MjZiLTg4NDktOTgxNTg2Y2RmYTk0XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
Akachi,Drama,"From a promising young man to an impoverished father of two, yet hope remains for Gozie. But when love ceased, and hate took over, the worst happened.",Awal Abdulfatai Rahmat,2020,"https://m.media-amazon.com/images/M/MV5BN2I1ZGQ2ODAtYzk5ZS00Mzc2LWIwNDAtNjU3YzUwYmQxZjVmXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
About Time,Drama,"When Doreen's weekend at Larry's house rekindles her past relationship, she must find a way to clear the air and place her feelings above all.",Emeka Dibia Emelobe, 2021,"https://m.media-amazon.com/images/M/MV5BMjgxYTFiMzEtNDZlZC00YjNmLTg3ZTctMGFlMzRiNzFhNzdjXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Loving Ellen,Romance,"A young man with a playboy reputation finally meets the woman of his dreams, but will his past get in the way?",Victor Okpala,2020,"https://m.media-amazon.com/images/M/MV5BMDYwYWIzNTktMThmMC00NmJiLTk1ZGQtNGY3MmFjMDgxZGIxXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
The Barber,Comedy,,Ben Cassie,2022,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Big Sister,Drama,A young lady must do all it takes to shut out her sister and her fiancé after eavesdropping on an intimate conversation.,Okey Ifeanyi,2022,"https://m.media-amazon.com/images/M/MV5BYjkyYTBiZGQtMWU4Ny00ZjE2LTg2ZWMtMGJlZTk4M2FhOGMyXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Zikora,Drama,"A wealthy orphan is well on her way to destruction, which has been orchestrated by her best friend, but she finds an unlikely guardian angel.",John Njamah,2020,"https://m.media-amazon.com/images/M/MV5BMTQ5YmI3YjEtMGYzMi00OGIwLTllMGQtMzcyNDViYzRlOTQ4XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Flipped,Drama,A misguided couple driven by ulterior motives are fazed by the challenge of cohabiting with each other when the chips are down.,Emeka Bishop Nwabunze,2021,"https://m.media-amazon.com/images/M/MV5BZGI5YmYzNTYtZGFjYS00YjkxLWFjZTktMDRlODkwMDE0Y2QzXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Mine,Drama,"Mimi and Bailey meet after bad break-ups, but their relationship now faces an uphill battle.",Daniel Oriahi, 2020,"https://m.media-amazon.com/images/M/MV5BY2ZiMzhmYjctYmRmYS00YmZiLWIyZjgtZDQ3MTc0ZTY1MzZjXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Before I Go,Romance,"Sam and Grace's lives are changed forever after an accident renders Sam unable to move and he becomes confined in a wheelchair for life. As Sam contemplates taking own life, a chance ...                See full summary »",Ola, 2019,"https://m.media-amazon.com/images/M/MV5BMTJlZjg5ZWQtOTMxYy00NzQyLTkxYTktZWNkMGZjYTE4NGU1XkEyXkFqcGdeQXVyMTMwNDIxOTU2._V1_UY98_CR1,0,67,98_AL_.jpg"
Daydream,Romance,A therapist wakes up one morning to discover her fiance has disappeared. Three years later she finds out that he happens to be the love interest of her patient.,Okey Ifeanyi, 2020,"https://m.media-amazon.com/images/M/MV5BOTJkNWEwNzQtNGYwMy00ODE4LWFkMWUtODgwYjc5YjIxMmY3XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Man Like Jimmy,Romance,"The arrogant and egotistical Jimmy arrives in Lagos after being deported from America and soon finds himself in a gender war with Laura, a confident woman who believes in equal rights for everyone.",Sunny Peters,2021,"https://m.media-amazon.com/images/M/MV5BNzk4OTY5ODAtNTIyZi00NjAwLTk2YjctZTBhOTc5YjNiN2JkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
Good Citizen,Drama,A poor taxi driver is at a crossroads when he finds a path to wealth in his car.,John Jaycee,2020,"https://m.media-amazon.com/images/M/MV5BMzFhYjU1YmQtOGVmMi00NGJlLTlhZjEtNDkwZmM2NWUyZmQ4XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Amma,Drama,,Okey Ifeanyi, 2021,"https://m.media-amazon.com/images/M/MV5BOGM0YWE1YjMtZDdiOS00OGQyLWE5Y2ItNmZkMWQ3NjQ2YjFmXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR7,0,67,98_AL_.jpg"
Man's Best Friend,Drama,Man's Best Friend Ayo seems to be too interested in his best friend's love life. Is he in love with Lola or is he just trying to help out? Nothing is what it seems in 'Man's Best Friend' ...                See full summary »,Afolayan,2020,"https://m.media-amazon.com/images/M/MV5BMDA3ODdhOTgtOTc0ZS00YzM0LTkyZTQtOWRhYzdhMzc5ZDM1XkEyXkFqcGdeQXVyNTMyODQwMzk@._V1_UY98_CR1,0,67,98_AL_.jpg"
Ijeawele,Drama,"Chude abandoned Ijeawele when they were young, but when they meet again, a new story begins.",Ernest Obi,2021,"https://m.media-amazon.com/images/M/MV5BNzk4ZDU1MGUtYWE4Ni00OTE5LWI1Y2UtZWFiNzIyNjIyOTM3XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Love Triangle,Drama,,Dele Ogundipe,2021,"https://m.media-amazon.com/images/M/MV5BMGMzMDBmNTctNzM1NC00YTY1LTg4Y2QtY2JkNmEzYzI0YWM1XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR4,0,67,98_AL_.jpg"
Unforseen,Drama,"The kingdoms of Umunje and Umuorie have their planned peace treaty compromised by a selfish queen, but the gods are committed to seeing it through.",Emeka Madu,2021,"https://m.media-amazon.com/images/M/MV5BNzdjYzBkMjktYmE0OC00OTdjLWI5YWQtMGU2MzIyOTNjY2U1XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
No 1,Drama,,Oladipo O'Fresh,2021,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Chimezie,Drama,"Chimezie is suffering from erectile dysfunction since an accident that made him lose his wife. Years later, a renowned traditional healer comes up with an unorthodox solution.",Goodnews Erico Isika,2020,"https://m.media-amazon.com/images/M/MV5BMzZhZGViZmQtNDFkOC00MjZkLWI1OTctNDJkMmIxMDg1YjIxXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
A Good Man,Drama,"Two sisters fall in love with the same guy at the same time, putting their bond to the test.",Paul Iheanyichukwu Igwe,2022,"https://m.media-amazon.com/images/M/MV5BMGU1NzQ3YzYtNGJhNC00OGNkLTljMDYtNmQ5MGY5MTE2MGY4XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR4,0,67,98_AL_.jpg"
Your Dream Girl,"Drama, Romance","A Casanova meets a gorgeous lady in a dream, then becomes paranoid when he discovers there is continuity from his dreams to his reality.",Uche Alexmoore,2019,"https://m.media-amazon.com/images/M/MV5BMWU0MGZhMDctMjU5Zi00MGI0LTlkODItOGE0ZGU4OTlhYTNlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Drunk in Jealousy,Drama,"Against all odds, a student falls irredeemably in love with a broken girl and stands by her.",Collins Aharanwa,2021,"https://m.media-amazon.com/images/M/MV5BNGU2YjFkZTAtMjgzMy00ODIxLTg5ODItOTdkYTg4OGYyY2FjXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Sinners,Drama,An exemplary police officer is backed into a corner when he contemplates breaking the law that he is sworn to uphold.,Simon Peacemaker,2020,"https://m.media-amazon.com/images/M/MV5BNmRmZjQyNGMtNjRkOC00YjhiLTgzZjEtYTc3OGUwN2E5Y2QxXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Fate,Drama,A pair of male and female friends seem to get along until the man starts falling in love but the lady doesn't feel the same. Things turn sour when a third party is involved.,Bill Bidiaque,2020,"https://m.media-amazon.com/images/M/MV5BZDcyZTg1MzYtMGM0My00M2FlLWFlNjctYjA1MWQzMWM2ODNiXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Neighbours,Drama,Christie's admirer soon discovers that an unsavory episode in her past is the reason for the disgust she feels for him.,Ndave Chinweike David, 2021,"https://m.media-amazon.com/images/M/MV5BNzFiYzFhMjMtYjUyOC00NDNhLTk0OGQtZjA4ODM5NmY2ZDBmXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Adebimpe Omo Oba,Drama,,Bogunmbe Abiola Paul,2019,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Ekun Iyawo,Drama,,Tope Alake,2022,"https://m.media-amazon.com/images/M/MV5BZTBlMDg2Y2QtZDhlNC00OTYyLWJjZDItNGQ4NWUwZDY5YzIwXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Behind the Faces,Drama,,Okey Ifeanyi,2021,"https://m.media-amazon.com/images/M/MV5BNjIwYmJjNWItMzQwMy00MjU1LWIwNWUtMzVkOWU2NTkzNmQyXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Redemption,Drama,"Adenike loses her self esteem due to abuse, but she has a chance to regain it when a friend lends a helping hand.",Okey Ifeanyi, 2021,"https://m.media-amazon.com/images/M/MV5BZGUzYTZlYTctOWQzYS00YmEzLWEwYTItM2U3Zjc0ZGEyM2RkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Ohiala,Action,"Like every other tribe,the Igala people have sojourned,savouring their own misery. They have had their own struggles,their trials and their travails - across mountains,through the darkest ...                See full summary »",Edime Edime,2021,"https://m.media-amazon.com/images/M/MV5BMzNiZmM3MjAtNDU5Zi00NDVlLWI1ZDgtNWMwZGZiOTg1YTBjXkEyXkFqcGdeQXVyMTA5ODE3NjE5._V1_UX67_CR0,0,67,98_AL_.jpg"
The Pitch,"Drama, Romance",A tech geek and a gorgeous secretary meet during a pitch. They forge a risky partnership without guarantees.,Tom Robson, 2019,"https://m.media-amazon.com/images/M/MV5BNGMyZTE0NjEtOWE4NC00ZjAzLWJiMjUtNzM2YmMzNjI2MDBlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
A Night Before,Drama,"A bride-to-be suddenly gets a distress call from her fiancee on the eve of her wedding. He has been kidnapped by her jealous ex, who wants him to back out of the wedding and forget his love forever.",Biodun Stephen,2019,"https://m.media-amazon.com/images/M/MV5BNzQyOGMzZTktZjI1NS00MzkyLWJmYWEtNmM2N2Q4OGQzMTQ0XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Out of Love,"Comedy, Romance",William's mother shows up at his marital home with a plan to help put his marriage back on track.,Tunde Alabi,2021,"https://m.media-amazon.com/images/M/MV5BNmI2ODM2MGQtZDY3ZS00ZmU5LTkyNmUtOTM4MWFiNDRkMDY4XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Whirl,Drama,,Babatunde Akinnayajo,2021,"https://m.media-amazon.com/images/M/MV5BNTJkMGYwODUtZGY3Yi00ZWFkLTgwNGUtOGFlOGE0ZjFiMTY0XkEyXkFqcGdeQXVyMTI4ODQ3NDQ1._V1_UY98_CR5,0,67,98_AL_.jpg"
Grace,Drama,"A carer falls in love with her client's son, but her lack of class polarizes the family.",Chidi Anyanwu Chidox, 2020,"https://m.media-amazon.com/images/M/MV5BOTdlYmJmY2EtNzcwYy00MzE4LWJhMTgtZDU0OTk2ODk1NDY1XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Ziora,Drama,,Emeka Bishop Nwabunze,2022,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Trust,Drama,The Ikpamas can't agree on what gender of house-help they should hire.,Emmanuel Akaemeh, 2021,"https://m.media-amazon.com/images/M/MV5BMWJmMWFkYjUtY2M2Ny00Y2RiLWExN2ItODQ3ZDk3NjQ2NzYzXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Ajibade,Drama,,Odunlade Adekola,2021,"https://m.media-amazon.com/images/M/MV5BZWEwNDU2ZmUtZTYzMi00ODcwLTliM2EtNTVjY2UxYjk3ZDk0XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
A Fool and a Lover,Drama,"The story of a young lady desperate to be in a marriageable relationship who wakes up to an engagement ring and presumes it's hers, only to discover it was for her lover's ex.",Saheed Apanpa,2021,"https://m.media-amazon.com/images/M/MV5BNGI3NWE1ZTctZDI2My00MzBhLWIzMDctNTY4NGIzOGIzZDEyXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Middle of Nowhere,Drama,,Afe Olumowe,2020,"https://m.media-amazon.com/images/M/MV5BMWY4NTZkNmEtYTFlOC00Y2MxLThhMmEtOWVhODJlMzhlY2U0XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR6,0,67,98_AL_.jpg"
Wrong But Found,Drama,What started as an innocent friendship between Tochi and a gorgeous undergraduate will twist the redemption he seeks into an even bigger sin.,Emeka Dibia Emelobe,2021,"https://m.media-amazon.com/images/M/MV5BYzMwMmRkZmUtYTM4NC00YzJjLThjZDAtMDE2MmM2YTRhNzNmXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Brutal Decision,Drama,"Set on the path of vengeance, Dr Tomisin plans to ensure that Kella never becomes a mother.",Teco Benson,2021,"https://m.media-amazon.com/images/M/MV5BMjE1MDY3ZWUtMGMzZi00NmE0LWI2ZGMtOTczNTA4ZjE1ZmVmXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Hell Proof,Drama,,Simi Opeoluwa,2020,"https://m.media-amazon.com/images/M/MV5BNWExMjQ2MjQtYzcyMi00ZGEwLThkZmMtYzJhNTg4ZDQ4MzYxXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Blind Affection,Drama,A man learns a hard lesson when he decides to leave his wife and move in with a strange woman.,Chidi Anyanwu Chidox,2020,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Before the Wedding,Drama,Incessant abuse makes a teenager run away from home. She will return several years later for the sake of a child.,Akama Misodi,2021,"https://m.media-amazon.com/images/M/MV5BYTI2ZTc5MGItNTg2Zi00YzUxLTk5ODMtNWMyNDgwMWEwN2NlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
